2020-11-30 00:04:40,273 - C:/Users/Administrator/PycharmProjects/test1/day13/atp/core/my_request.py[line:49] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': 'niuhanyang', 'passwd': 'aA123456'} ,返回数据：{'staus': '1', 'data': {'error_code': 0, 'login_info': {'login_time': '20201130000442', 'sign': 'a5181550f51838d306a3ff059105a118', 'userId': 47749}}}
2020-11-30 00:11:10,819 - C:/Users/Administrator/PycharmProjects/test1/day13/atp/core/my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': 'niuhanyang', 'passwd': 'aA123456'} ,返回数据：{'staus': '1', 'data': {'error_code': 0, 'login_info': {'login_time': '20201130001113', 'sign': 'a5181550f51838d306a3ff059105a118', 'userId': 47749}}}
2020-11-30 00:11:10,910 - C:/Users/Administrator/PycharmProjects/test1/day13/atp/core/my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': 'niuhanyang', 'passwd': 'aA123456'} ,返回数据：{'staus': '1', 'data': {'error_code': 0, 'login_info': {'login_time': '20201130001113', 'sign': 'a5181550f51838d306a3ff059105a118', 'userId': 47749}}}
2020-11-30 00:11:10,910 - C:/Users/Administrator/PycharmProjects/test1/day13/atp/core/my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': 'niuhanyang', 'passwd': 'aA123456'} ,返回数据：{'staus': '1', 'data': {'error_code': 0, 'login_info': {'login_time': '20201130001113', 'sign': 'a5181550f51838d306a3ff059105a118', 'userId': 47749}}}
2020-11-30 00:12:07,533 - C:/Users/Administrator/PycharmProjects/test1/day13/atp/core/my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': 'niuhanyang', 'passwd': 'aA123456'} ,返回数据：{'staus': '1', 'data': <Response [200]>}
2020-11-30 00:12:07,631 - C:/Users/Administrator/PycharmProjects/test1/day13/atp/core/my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': 'niuhanyang', 'passwd': 'aA123456'} ,返回数据：{'staus': '1', 'data': <Response [200]>}
2020-11-30 00:12:07,631 - C:/Users/Administrator/PycharmProjects/test1/day13/atp/core/my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': 'niuhanyang', 'passwd': 'aA123456'} ,返回数据：{'staus': '1', 'data': <Response [200]>}
2020-11-30 00:12:52,821 - C:/Users/Administrator/PycharmProjects/test1/day13/atp/core/my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': 'niuhanyang', 'passwd': 'aA123456'} ,返回数据：{'staus': '1', 'data': {'error_code': 0, 'login_info': {'login_time': '20201130001255', 'sign': 'a5181550f51838d306a3ff059105a118', 'userId': 47749}}}
2020-11-30 00:12:52,919 - C:/Users/Administrator/PycharmProjects/test1/day13/atp/core/my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': 'niuhanyang', 'passwd': 'aA123456'} ,返回数据：{'staus': '1', 'data': {'error_code': 0, 'login_info': {'login_time': '20201130001255', 'sign': 'a5181550f51838d306a3ff059105a118', 'userId': 47749}}}
2020-11-30 00:12:52,919 - C:/Users/Administrator/PycharmProjects/test1/day13/atp/core/my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': 'niuhanyang', 'passwd': 'aA123456'} ,返回数据：{'staus': '1', 'data': {'error_code': 0, 'login_info': {'login_time': '20201130001255', 'sign': 'a5181550f51838d306a3ff059105a118', 'userId': 47749}}}
2020-11-30 00:15:49,541 - C:/Users/Administrator/PycharmProjects/test1/day13/atp/core/my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': 'niuhanyang', 'passwd': 'aA123456'} ,返回数据：{'staus': '1', 'data': {'error_code': 0, 'login_info': {'login_time': '20201130001552', 'sign': 'a5181550f51838d306a3ff059105a118', 'userId': 47749}}}
2020-11-30 00:17:18,859 - C:/Users/Administrator/PycharmProjects/test1/day13/atp/core/my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': 'niuhanyang', 'passwd': 'aA123456'} ,返回数据：{'staus': '1', 'data': {'error_code': 0, 'login_info': {'login_time': '20201130001721', 'sign': 'a5181550f51838d306a3ff059105a118', 'userId': 47749}}}
2020-11-30 00:17:38,464 - C:/Users/Administrator/PycharmProjects/test1/day13/atp/core/my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': 'niuhanyang', 'passwd': 'aA123456'} ,返回数据：{'staus': '1', 'data': {'error_code': 0, 'login_info': {'login_time': '20201130001740', 'sign': 'a5181550f51838d306a3ff059105a118', 'userId': 47749}}}
2020-11-30 00:17:57,906 - C:/Users/Administrator/PycharmProjects/test1/day13/atp/core/my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': 'niuhanyang', 'passwd': 'aA123456'} ,返回数据：{'staus': '1', 'data': {'error_code': 0, 'login_info': {'login_time': '20201130001800', 'sign': 'a5181550f51838d306a3ff059105a118', 'userId': 47749}}}
2020-11-30 00:18:19,792 - C:/Users/Administrator/PycharmProjects/test1/day13/atp/core/my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': 'niuhanyang', 'passwd': 'aA123456'} ,返回数据：{'staus': '1', 'data': {'error_code': 0, 'login_info': {'login_time': '20201130001822', 'sign': 'a5181550f51838d306a3ff059105a118', 'userId': 47749}}}
2020-11-30 00:18:31,320 - C:/Users/Administrator/PycharmProjects/test1/day13/atp/core/my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': 'niuhanyang', 'passwd': 'aA123456'} ,返回数据：{'staus': '1', 'data': {'error_code': 0, 'login_info': {'login_time': '20201130001833', 'sign': 'a5181550f51838d306a3ff059105a118', 'userId': 47749}}}
2020-11-30 00:19:24,635 - C:/Users/Administrator/PycharmProjects/test1/day13/atp/core/my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': 'niuhanyang', 'passwd': 'aA123456'} ,返回数据：{'staus': '1', 'data': {'error_code': 0, 'login_info': {'login_time': '20201130001927', 'sign': 'a5181550f51838d306a3ff059105a118', 'userId': 47749}}}
2020-11-30 13:06:46,102 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang'], 'phone': ['phone', '18977045407'], 'email': ['email', 'QRJ8TH@qq.com'], 'id_card': ['id_card', '412723191560234987'], 'start_time': ['start_time', '1606712806.097049'], 'balan': ['balan', '<money>']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 13:08:52,138 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang'], 'phone': ['phone', '13810451480'], 'email': ['email', 'QnTmA2@126.com'], 'id_card': ['id_card', '412723197586320149'], 'start_time': ['start_time', '1606712932.134258'], 'balan': ['balan', '<money>']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 13:11:35,448 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang'], 'phone': ['phone', '18105585017'], 'email': ['email', 'Yka9J1@sina.com'], 'id_card': ['id_card', '412723198359601724'], 'start_time': ['start_time', '1606713095.4425986'], 'balan': ['balan', '<money>']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 13:12:48,395 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang'], 'phone': ['phone', '15326218729'], 'email': ['email', '6CxGPv@sina.com'], 'id_card': ['id_card', '412723199712436508'], 'start_time': ['start_time', '1606713168.390771'], 'balan': ['balan', '<money>']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 13:17:24,851 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang'], 'phone': ['phone', '18813927820'], 'email': ['email', 'jxYyEf@163.com'], 'id_card': ['id_card', '412723195849602137'], 'start_time': ['start_time', '1606713444.8465834'], 'balan': ['balan', '<money>']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 13:55:11,734 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang'], 'passwd': ['passwd', 'aA123456']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 13:56:50,112 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang'], 'phone': ['phone', '17009941618'], 'email': ['email', 'RzxUne@163.com'], 'id_card': ['id_card', '412723198492516073'], 'start_time': ['start_time', '1606715810.1078687'], 'balan': ['balan', '<money>']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 13:56:58,134 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang'], 'passwd': ['passwd', 'aA123456']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 13:58:11,584 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang'], 'phone': ['phone', '15045469931'], 'email': ['email', 'nM5Oc0@163.com'], 'id_card': ['id_card', '412723194296875130'], 'start_time': ['start_time', '1606715891.5795283'], 'balan': ['balan', '<money>']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 14:01:27,975 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang'], 'passwd': ['passwd', 'aA123456']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 14:08:49,499 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang'], 'passwd': ['passwd', 'aA123456']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 14:09:36,759 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang'], 'passwd': ['passwd', 'aA123456']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 14:09:36,764 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'passwd': ['passwd', '123456']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {passwd: ['passwd', '123456']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 14:09:36,764 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'passwd': ['passwd', '123456']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {passwd: ['passwd', '123456']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 14:09:36,767 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 14:09:36,767 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 14:09:36,767 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 14:13:34,245 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang'], 'passwd': ['passwd', 'aA123456']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 14:13:34,249 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'passwd': ['passwd', '123456']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {passwd: ['passwd', '123456']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 14:13:34,249 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'passwd': ['passwd', '123456']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {passwd: ['passwd', '123456']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 14:13:34,252 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 14:13:34,252 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 14:13:34,252 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang']} ,返回数据：{'staus': '0', 'data': InvalidHeader("Value for header {username: ['username', 'niuhanyang']} must be of type str or bytes, not <class 'list'>",)}
2020-11-30 14:17:50,558 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang'], 'passwd': ['passwd', 'aA123456']} ,返回数据：{'staus': '1', 'data': {'error_code': 0, 'login_info': {'login_time': '20201130141751', 'sign': 'a5181550f51838d306a3ff059105a118', 'userId': 47749}}}
2020-11-30 14:17:50,659 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'passwd': ['passwd', '123456']} ,返回数据：{'staus': '1', 'data': {'error_code': 3001, 'msg': '必填参数未填！请查看接口文档！'}}
2020-11-30 14:17:50,659 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'passwd': ['passwd', '123456']} ,返回数据：{'staus': '1', 'data': {'error_code': 3001, 'msg': '必填参数未填！请查看接口文档！'}}
2020-11-30 14:17:50,758 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang']} ,返回数据：{'staus': '1', 'data': {'error_code': 3001, 'msg': '必填参数未填！请查看接口文档！'}}
2020-11-30 14:17:50,758 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang']} ,返回数据：{'staus': '1', 'data': {'error_code': 3001, 'msg': '必填参数未填！请查看接口文档！'}}
2020-11-30 14:17:50,758 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang']} ,返回数据：{'staus': '1', 'data': {'error_code': 3001, 'msg': '必填参数未填！请查看接口文档！'}}
2020-11-30 14:27:14,650 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang'], 'passwd': ['passwd', 'aA123456']} ,返回数据：{'staus': '1', 'data': {'error_code': 0, 'login_info': {'login_time': '20201130142715', 'sign': 'a5181550f51838d306a3ff059105a118', 'userId': 47749}}}
2020-11-30 14:27:14,750 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'passwd': ['passwd', '123456']} ,返回数据：{'staus': '1', 'data': {'error_code': 3001, 'msg': '必填参数未填！请查看接口文档！'}}
2020-11-30 14:27:14,750 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'passwd': ['passwd', '123456']} ,返回数据：{'staus': '1', 'data': {'error_code': 3001, 'msg': '必填参数未填！请查看接口文档！'}}
2020-11-30 14:27:14,841 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang']} ,返回数据：{'staus': '1', 'data': {'error_code': 3001, 'msg': '必填参数未填！请查看接口文档！'}}
2020-11-30 14:27:14,841 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang']} ,返回数据：{'staus': '1', 'data': {'error_code': 3001, 'msg': '必填参数未填！请查看接口文档！'}}
2020-11-30 14:27:14,841 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang']} ,返回数据：{'staus': '1', 'data': {'error_code': 3001, 'msg': '必填参数未填！请查看接口文档！'}}
2020-11-30 14:32:46,955 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang'], 'passwd': ['passwd', 'aA123456']} ,返回数据：{'staus': '1', 'data': {'error_code': 0, 'login_info': {'login_time': '20201130143247', 'sign': 'a5181550f51838d306a3ff059105a118', 'userId': 47749}}}
2020-11-30 14:32:47,053 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'passwd': ['passwd', '123456']} ,返回数据：{'staus': '1', 'data': {'error_code': 3001, 'msg': '必填参数未填！请查看接口文档！'}}
2020-11-30 14:32:47,053 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'passwd': ['passwd', '123456']} ,返回数据：{'staus': '1', 'data': {'error_code': 3001, 'msg': '必填参数未填！请查看接口文档！'}}
2020-11-30 14:32:47,149 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang']} ,返回数据：{'staus': '1', 'data': {'error_code': 3001, 'msg': '必填参数未填！请查看接口文档！'}}
2020-11-30 14:32:47,149 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang']} ,返回数据：{'staus': '1', 'data': {'error_code': 3001, 'msg': '必填参数未填！请查看接口文档！'}}
2020-11-30 14:32:47,149 - C:\Users\Administrator\PycharmProjects\test1\day13\atp\core\my_request.py[line:50] - DEBUG: url： http://api.nnzhp.cn/api/user/login 请求方式：post  data：{'username': ['username', 'niuhanyang']} ,返回数据：{'staus': '1', 'data': {'error_code': 3001, 'msg': '必填参数未填！请查看接口文档！'}}
